word;polarity;Retranslation
overhang;1;porte-à-faux
met uitzicht op;1;avec vues
verrassende;1;surprenant
verblijf;1;à
met name;1;en particulier
goodwill;1;écarts d’acquisition
toezicht;1;surveillance
monitor;1;moniteur
zich voordoen;1;se produire
overleven;1;survivre
Survivor;1;Survivor
overleven;1;survivre
overleven;1;survivre
voornoemde;1;susmentionnées
boven;1;au-dessus de
Slim;1;Slim
swag;1;SWAG
lettergreep;1;SYLLABE
Syllabische;1;Syllabique
symbool;1;symbole
symboliek;1;Symbolisme
symbolisch;1;symbolique
symboliseren;1;symbolisent
symboliek;1;Symbolisme
symmetrie;1;symétrie
symmetrische;1;symétrique
vriendelijke;1;amicale
Symfonie;1;Symphonie
synagoge;1;Synagogue
synchrone;1;synchrone
synchroniseren;1;Sync
Unie;1;Union
synergie;1;synergie
Synode;1;Synode
synoniem;1;synonyme
Synopsis;1;Carnet de bord
synoptische;1;synoptique
syntaxis;1;syntaxe
synthese;1;synthèse
Systematiek;1;Système
systematisch;1;systématiquement
Systeem;1;Système
Tabernakel;1;Tabernacle
tabel;1;Tableau
tabel;1;Tableau
Dashboard;1;Tableau de bord
Blackboard;1;Tableau noir
Tablet PC;1;Tablet PC
schort;1;tablier
kruk;1;Tabouret
tabelvorm;1;sous forme de tableau
tabblad;1;onglet
tabulate;1;Appuyez la touche TABULATION
Probeer te;1;Essayez de
toerenteller;1;tachymètre
stilzwijgende;1;tacite
tact;1;tact
Touch;1;Touch
tactiek;1;tactiques
Taffeta;1;Taffetas
d kussen kussensloop;1;d oreiller housse de coussin
Taillant;1;Taillant
grootte;1;taille
op maat;1;personnalisé
naaister;1;couturière
talent;1;talent
Talisman;1;Talisman
hiel;1;talon
Embankment;1;Remblai
trommel;1;tambour
bonzen;1;Banging
drummen;1;Drumming
zeef;1;tamis
conventioneel-het zeven;1;classiques-les sept
buffer;1;mémoire tampon
stempel;1;timbre
tandem;1;tandem
den;1;den
Tanner;1;Tanner
tante;1;tante
type;1;type de
tapir van race;1;tapir en course
loopband;1;tapis de course
Tapijt;1;Tapis
Pat;1;Pat
Tease;1;Tease
Tartan;1;Tartan
taart;1;gâteau
bos;1;Forest
Beker;1;Coupe
Tattoo;1;Tatouage
Tattoo;1;Tatouage
Tau: tarief;1;TAU : taux
Taverne;1;Taverne
taxi;1;taxi
Taxonomie;1;Taxonomie
Taxonomie;1;Taxonomie
teaser;1;teaser
Tech;1;Tech
techniek;1;technique de
technologie;1;technologie
Ted;1;Ted
Teflon;1;Teflon
Teflon;1;Teflon
kleurstof;1;colorant
tint;1;teinte
verven;1;peintures
verven;1;peintures
telegram;1;télégramme
Telegraaf;1;Télégraphe
telefoon;1;Téléphone
oproep;1;appel
telescoop;1;télescope
telescoop;1;télescope
Telescopische;1;Télescopique
ticker;1;ticker
TV;1;TV
roekeloos;1;téméraire
getuigenis;1;témoignage
getuigen;1;témoins
getuige de sympathie;1;témoigner de la sympathie
getuige;1;témoin
ooggetuige;1;témoin oculaire
tempera;1;tempera
Temper;1;Tempérament
temperament;1;tempérament
Temperance;1;Tempérance
temperatuur;1;température
Tempel;1;Temple
temporele;1;temporelle
tijd;1;temps
vasthoudendheid;1;ténacité
pees;1;tendon
inschrijving;1;enregistrement
tederheid;1;tendresse
inhoud;1;contenu
Houd;1;S’il vous plaît
rekening;1;compte
Tennis;1;Tennis
Probeer;1;Essayez
verleidelijk;1;Tempting
poging;1;tentative de
tent;1;tente
muur opknoping;1;Tenture murale
outfit;1;Outfit
Terzine;1;Tercet
termijn;1;terme
Terminal;1;Terminal Server
Ternair;1;Ternaire
veld;1;domaine
Terras;1;Terrasse
Aarde;1;Terre
bodem;1;bas
bebost gebied;1;zone boisée
aardse;1;terrestres
grondgebied;1;territoire
territoriale;1;territoriaux
tertiair;1;tertiaire
test;1;test
Testament;1;Testament
test;1;test
hoofd;1;tête
putrand;1;tête de puits
zogen;1;téter
tepel;1;mamelon
Teton;1;Teton
tetrahedral;1;tétraédrique
tekst;1;texte
heilige tekst;1;texte sacré
textiel;1;textile
tekst;1;texte
Verbatim;1;In extenso
textuur;1;texture
textuur;1;texture
textuur;1;texture
foliate;1;feuillages
textuur;1;texture
Thanksgiving;1;Action de grâces
de;1;le
Theater;1;Théâtre
thema;1;Thème
grote thema;1;grand thème
theocratie;1;théocratie
Theologie;1;Théologie
theologische;1;théologique
stelling;1;Théorème de
theorie;1;théorie
therapeutische;1;thérapeutiques
thermische;1;thermique
Thermokoppel;1;Thermocouple
thermodynamica;1;thermodynamique
thermometer;1;thermomètre
thermostaat;1;thermostat
proefschrift;1;thèse de
tijm;1;thym
Tiara;1;Tiare
Tibia;1;Tibia
ticket;1;billet
ontvangst;1;réception
derde partij;1;tierce partie
stam;1;tribu
tigrer;1;tigrer
tilde;1;tilde
stempel;1;timbre
tinkle;1;tinkle
tintelen;1;Tingle
Boogschieten schieten;1;Tir à l’arc tir
loting;1;tirage au sort
Trek de stekker;1;Retirez la fiche
profiteren;1;avantage
profiteren van;1;tirer parti des
lade;1;barre d’État
weven;1;tissage
stof;1;tissu
titel;1;titre
Titreer;1;Titrer
houder;1;titulaire de
ambtstermijn;1;durée du mandat
Toast;1;Pain grillé
dia;1;diapositive
Toga;1;Toge
canvas;1;toile
bruidegom;1;marié
Fleece;1;Molleton
dak;1;toit
tolereren;1;tolérer
tolerant;1;tolérant
Tomahawk;1;Tomahawk
een swoon vallen;1;une chute de swoon
Get neus aan neus;1;Get nez à nez
vallen op;1;tomber sur
Stud;1;Goujon
loterij;1;Loterie
Tome;1;Tome
Toon;1;Voir l’établissement
Toner;1;Toner
Tonic;1;Tonique
vat;1;baril
vat;1;baril
Prieel;1;Gazebo
Oom;1;Oncle
Topaz;1;"""Topaz"""
topografie;1;topographie
topografische;1;topographique
Fakkel;1;Torche
twist;1;Twist
romp;1;Coque
Schildpad;1;Tortue
totaal;1;total
alle;1;tous les
Totem;1;Totem
sleutel;1;clé
Touch;1;Touch
Tour;1;Tour
hand beurt;1;tour de main
taille maat;1;tour de taille
torentje;1;tourelle
toeristische;1;Tourisme
Toerisme;1;Tourisme
Toermalijn;1;Tourmaline
spin rond;1;tourner autour
Tour;1;Tour
schroevendraaier;1;tournevis
toernooi;1;tournoi
twist;1;Twist
het hele jaar;1;toute l’année
gehele dag;1;journée entière
alle de vijftien dag;1;tous les 15 jours
Dat klopt;1;C'est juste
rondom;1;autour de
alles begrijpen;1;tout comprendre
Nu;1;Tout de suite
alle macht;1;toute puissance
Altijd;1;Tout le temps
alle van de week;1;l’ensemble de la semaine
Toxicologie;1;Toxicologie
Trace;1;Trace
Trace;1;Trace
de grens;1;la frontière
luchtpijp;1;tuyau d’air
bijsluiter;1;dépliant
Tow;1;Remorquage
trekker;1;tracteur
tractie;1;traction
traditie;1;tradition
traditionele;1;traditionnel
Vertaling;1;Translation
Vertalen;1;Traduire
trein;1;train
vrachtwagen met orkest;1;train en marche
slee;1;traîneau
lijn;1;ligne
d Unie melk;1;d lait Union
traktatie;1;traiter les
behandeling;1;traitement
catering;1;restauration
traject;1;Itinéraire
tram;1;tram
tram;1;tram
rustig;1;calme
rustig;1;calme
rust;1;reste
transatlantische;1;transatlantique
transcendentie;1;transcendance
Transcend;1;Transcend
transcendentale;1;transcendantal
transcendent;1;transcendante
Transcendentalists;1;Transcendantalisme
Transcriber;1;Transcripteur
transcript;1;relevé de notes
Transcribe;1;Transcrire
overdracht;1;transfert
overdracht;1;transfert
overdracht van de eigendom;1;transfert de propriété
transformatie;1;transformation
transfusie;1;transfusion sanguine
hardhearted;1;endurci
Transit;1;Transport en commun
overgang;1;transition
translocatie;1;translocation
verzenden;1;Envoyer
transmissie;1;transmission
transmutatie;1;transmutation
transparantie;1;transparence
transparant;1;transparent
Transplantatie;1;Transplantation
Transplantatie;1;Transplantation
vervoer;1;transport
zeevervoer;1;transport maritime
vervoer over de weg;1;transport par route
vervoer;1;transport
vervoerder;1;transporteur
transponeren;1;transpose
omzetting;1;conversion
werk;1;travail
Kantoor administratie werk;1;Travail de bureau administration
voorbereidende werkzaamheden;1;travaux préparatoires
werk;1;travail
Werk hard;1;Travaille dur
freelancen;1;travail à la pige
werknemer;1;employé
Kruis;1;Croix
Veerboot;1;Ferry
Klaver;1;Trèfle
Trelly;1;Treillis
Dertien;1;Treize ans
Trek;1;Trek
Hopper;1;Hopper
Statief;1;Trépied
veel voorkomende;1;commune
zeer gemakkelijk;1;très facile
heel slim;1;très intelligent
schat;1;Mon amour
contant geld;1;trésorerie
Penningmeester;1;Trésorier
vlecht;1;tresse
vlecht;1;tresse
Lier;1;Treuil
Wapenstilstand;1;Armistice
sorteren;1;Tri
triade;1;triade
driehoek;1;triangle
driehoekige;1;triangulaire
stuurboord;1;tribord
stam;1;tribu
Tribune;1;Tribune
Hof;1;Cour
Tribune;1;Tribune
breien;1;tricotage
Brei;1;Tricoter
driewieler;1;tricycle
Trident;1;Trident
sorteren;1;Tri
diasorteerderweergave;1;Trieuse de diapositives
diasorteerderweergave;1;Trieuse de diapositives
Trigo;1;Trigo
Trigone;1;Trigone
Goniometrie;1;Trigonométrie
kwartaal;1;trimestre
Trinity;1;Trinity
Trio;1;Trio
triomfantelijke;1;triomphant
Triumph;1;Triomphe
Triumph;1;Triomphe
tripartiete;1;tripartite
pensen;1;tripes
Triple;1;Triple
tritium;1;tritium
ruilhandel;1;Troc
drie geloof | keer;1;trois foi | fois
derde;1;troisième
trombone;1;trombone
verkeerde;1;mal
trompet;1;trompette
trompettist;1;trompettiste
troon;1;trône
trofee;1;Trophée
tropische;1;Tropical
ruilhandel;1;Troc
draf;1;trot
Trotter;1;Trotter
Toddle;1;Trottiner
trottoir;1;trottoir
Sleutelgat;1;Trou de serrure
Troop;1;Troupe
Kit;1;Kit
Zoeken naar;1;Recherche de
Tsaar;1;Tsar
buis;1;tube
buis kropf;1;tube kropf
buisvormige;1;tubulaire
zaadvormende;1;production de sperme
tegel;1;tuile
Tulip;1;Tulip
Tuniek;1;Tunique
tulband;1;turban
turbine;1;turbine
Turkoois;1;Turquoise
voogdij;1;garde des enfants
voogd;1;tuteur
pijp;1;tuyau
Meestal;1;Généralement
typografie;1;typographie
Alomtegenwoordigheid;1;Ubiquité
ultraviolet;1;ultra violet
ultraviolet;1;ultra violet
kleintje;1;tout-petit
Een beetje;1;Un peu
eenparigheid van stemmen;1;unanimité
met eenparigheid van stemmen;1;par décision unanime
eenparigheid van stemmen;1;unanimité
verenigen;1;s’unir
eenwording;1;unification
uniform;1;uniforme
gelijkmatig;1;uniformément
standaardiseren;1;normaliser les
Unie;1;Union
unison;1;unisson
Eenheid;1;Unité
Eenheid;1;Unité
universe;1;univers
universaliteit;1;universalité
Universiteit;1;Université
Universiteit;1;Université
Eenduidige;1;Sans ambiguïté
uranium;1;uranium
stedelijke;1;urbain
stedelijke;1;urbain
gebruik;1;utilisation
gebruiksvoorwerp;1;ustensile
baarmoeder;1;utérus
nuttig;1;utile
nuttige;1;utile
bruikbaar;1;utilisable
gebruik;1;utilisation
hulpprogramma;1;utilitaire
hulpprogramma;1;utilitaire
utopische;1;utopique
vacature;1;vacance de poste
vaccin;1;vaccin
vaccinatie;1;vaccination
koe;1;vache
vacuolar;1;vacuolaire
vacuole;1;vacuole
Golf idee;1;Idée Golf
nederlaag;1;défaite
winnaar;1;vainqueur
Elrits;1;Vairon
schip;1;navire
vlaggenschip;1;phare
gerechten;1;plats
Valet;1;Service de voiturier
waarde;1;valeur
geldigheid;1;validité
Vallei;1;Vallée de
Vallon;1;Vallon
vallonner;1;vallonner
waard;1;d’une valeur
waarde;1;valeur
Wals;1;Valse
Wals;1;Valse
vamp;1;Vamp
Van;1;Par
vanille;1;vanille
WAN;1;WAN
ventiel;1;vanne
stoom;1;vapeur
Spray;1;Pulvérisation
VARA;1;VARA
variëren;1;varier
verscheidenheid;1;variété
Vasculaire;1;Vasculaire
spiegelbevestiging;1;montage tableau arrière
enorme;1;énorme
vaudeville;1;Vaudeville
kalf;1;veau
vector;1;Vector
Featured;1;En vedette
Vega;1;Vega
Vega;1;Vega
plant;1;plante
vegetarisme;1;végétarisme
vegetatie;1;végétation
voertuig;1;véhicule
overbrengen;1;transfert
Eve;1;Eve
zorgen;1;fournir
Wachter;1;Wachter
ader;1;veine
perkament;1;parchemin
fiets;1;Vélo
Velocity;1;Vitesse
Velvet;1;Velours
corduroy;1;velours côtelé
velouter;1;velouter.
oogst;1;moisson
straatverkoper;1;marchand ambulant
verkopen;1;Vends
Eerbiedwaardige;1;Vénérable
verering;1;adoration
aanbidding;1;adoration
Wind;1;Vent
verkoop;1;ventes
Retail;1;Vente au détail
ventilator;1;ventilateur
ventilatie;1;ventilation
Zuignap;1;Ventouse
Buik;1;Ventre
ventrikel;1;ventricule
juistheid;1;précision
veranda;1;véranda
verbale;1;verbal
woordenstroom;1;verbiage
uitspraak;1;prononciation
Bloom;1;Bloom
Groen;1;Vert
Orchard;1;Verger
WAAR;1;Où
Accountant;1;Comptable
audit;1;vérification
selectievakje;1;case à cocher
echt;1;vraiment
waarheid;1;vérité
volkstaal;1;langue vernaculaire
Vernal;1;Vernal
Véronique;1;Véronique
glas;1;verre
glaswerk;1;verrerie
vergrendelen;1;serrure
vergrendelen;1;serrure
naar buiten;1;à l’extérieur
in het huis;1;dans la maison
naar boven;1;haut de la page
pour;1;Versez
Giet in een kopje;1;Versez dans une tasse
vers;1;frais
Versie;1;Version
Groen;1;Vert
jade groen;1;vert jade
wervel;1;vertébrales
wervel;1;vertébrales
wervel;1;vertébrales
verticale;1;vertical
verticaal;1;vertical
deugd;1;vertu
Verve;1;Verve
galblaas;1;vésicule biliaire
vestibule;1;vestibule
kleding;1;vêtements
veteraan;1;ancien combattant
dierenarts;1;vétérinaire
levensvatbaarheid;1;viabilité
levensvatbare;1;viable
viaduct;1;Viaduc de
lijfrente;1;rente
vlees;1;viande
varkensvlees;1;porc
trillen;1;vibrer
vibrerende;1;vibrant
trilling;1;vibration
zoemer;1;avertisseur sonore
vicaris;1;vicaire
overwinning;1;victoire
Victoria;1;Victoria
victuaille;1;victuaille
leven;1;vie
waakzaamheid;1;vigilance
Brainstorm;1;Remue-méninges
waakzaam;1;vigilant
Wake;1;Sillage
wijnstok;1;vigne
Vignet;1;Vignette
Wijngaard;1;Vignoble
kracht;1;puissance
Villa;1;Villa
dorp;1;village
Stad;1;Ville
wijn;1;vin
dressing;1;s’habiller
twintig;1;vingt
twintigste;1;vingtième
Violet;1;Violet
viool;1;violon
violist;1;violoniste
beurt;1;tour
maagdelijkheid;1;virginité
door komma 's;1;par des virgules
Manly;1;Manly
mannelijkheid;1;masculinité
virtuoos;1;virtuose
schroef;1;vis
Visum;1;Visa
gezicht;1;visage
doel;1;objectif
zichtbaarheid;1;visibilité
zichtbaar;1;visible
zichtbaar;1;visible
vizier;1;visière
visie;1;vision
visionaire;1;visionnaire
Bezoek;1;Visite
Visitatie;1;Visitation
Bezoek;1;Visite
weergave;1;afficher
vitale;1;vital
vitaliteit;1;vitalité
glas;1;verre
Glassy;1;Vitreux
Showcase;1;Vitrine
wonen;1;vivre
Live: voedsel;1;Live : nourriture
"VOA ""u";1;VOA « vous
woordenschat;1;vocabulaire
vocale;1;vocal
roeping;1;l’appel
Vogue;1;Vogue
zeil;1;voile
Lane;1;Lane
Rail rail;1;Rail de chemin de fer
wijk;1;District de
auto;1;voiture
Valet parking;1;Parking avec voiturier
stem;1;voix
pluimvee;1;volaille
stuurwiel;1;volant de direction
vliegen motor;1;volant moteur
vliegen;1;mouche
Volière;1;Volière
Vrijwilliger;1;De bénévolat
vrijwillig;1;volontaire
vrijwilligerswerk;1;faire du bénévolat
zal;1;sera
graag;1;comme
voltmeter;1;voltmètre
votales;1;votales
stemmen;1;votes
stemming;1;aux voix
stemming;1;aux voix
stemmen voor;1;votes pour
votief;1;votive
Doom;1;Doom
Kluis;1;Coffre fort
reizen;1;voyage
reizen;1;voyage
klinker;1;voyelle
WAAR;1;Où
kans op;1;chance
weergave;1;afficher
wagon;1;wagon
auto bed;1;lit de voiture
Eland;1;Orignal
Web;1;Web
Sherry;1;Sherry
jacht;1;chasse
Cruising jacht;1;Yacht de croisière
Yachting;1;Yachting
jaarling;1;Yearling
Yeoman;1;Yeoman
Yogi;1;Yogi
Zebra;1;Zebra
ijver;1;zèle
Zenit;1;Zenit
Zephyr;1;Zephyr
Zephyr;1;Zephyr
Zeppelin;1;Zeppelin
Zest;1;Zest
Sable;1;Sable
rits;1;fermeture à glissière
Dierenriem;1;Zodiaque
gebied;1;zone
Dierentuin;1;Zoo
zoölogie;1;zoologie
Zoölogische;1;Zoologique
Zoom;1;Zoom
Zoom;1;Zoom
Dank u;1;Merci
dank;1;Merci
Hartelijk dank;1;Merci beaucoup
in de haast;-1;dans la course
Uit elkaar;-1;Apart
om hoogtepunt te bereiken;-1;atteindre un sommet
uitbreiding;-1;extension
dumbfound;-1;dumbfound
ablatie;-1;ablation
gruwelijke;-1;macabre
steile;-1;raide
afwezig;-1;absent
absurd;-1;absurde
per ongeluk;-1;accidentellement
aanklager;-1;Procureur
beschuldigen;-1;accusant
teisteren;-1;infestent
verschrikkelijk;-1;terrible
agressieve;-1;agressive
liggen;-1;sont
verwijzen;-1;se référer
cluster;-1;cluster
Amateur;-1;Amateur
Crush;-1;Béguin
voormalige;-1;ancien
dier;-1;animal
angstig;-1;anxieux
apathisch;-1;apathique
waterige;-1;aqueuse
rand;-1;bord
aride;-1;aride
Hustler;-1;Hustler
verstikking;-1;Étouffement
aanvaller;-1;attaquant
Mute;-1;Sourdine
Maggot;-1;Maggot
Atheist;-1;Athée
mentale focus;-1;concentration mentale
werklozen;-1;chômeurs
Omen;-1;Omen
voorlaatste;-1;avant-dernier
met bitterheid;-1;avec amertume
verdriet hebben;-1;deuil
bekennen;-1;confesser
brabbelen;-1;Babble
drop;-1;laisser tomber
bearish;-1;baissier
honker;-1;Honker
Commuter;-1;Banlieue
Banshee;-1;Banshee
Barge;-1;Barge
Bastard;-1;Bastard
gebabbel;-1;bavardage
Chatterbox;-1;Chatterbox
Bazaar;-1;Bazar
oorlogszuchtige;-1;guerrière
beest;-1;bête
balg;-1;soufflet
balg;-1;soufflet
blok;-1;bloc
lame;-1;boiteux
goed voor niets;-1;bon à rien
Muddy;-1;Boueux
boos;-1;en colère
slijk;-1;mire
blunder;-1;bourde
Bourgeois;-1;Bourgeois
Bui;-1;Bui
Gruff;-1;Bourru
puistig;-1;boutonneux
boycot;-1;boycott
vervagen;-1;flou
borstelige;-1;touffue
Misty;-1;Misty
luid;-1;Loud
Heath;-1;Heath
neus cover;-1;couverture de nez
decidua;-1;decidua
schroef opwaarts;-1;foutu
Rat Fink;-1;Rat Fink
Stony;-1;Pierreux
Callosum;-1;Calleux
lasterlijke;-1;diffamatoires
Calvary;-1;Calvaire
inbreker;-1;cambrioleur
candid;-1;Candid
onstuimige;-1;capiteux
grillige;-1;lunatique
in gevangenschap;-1;en captivité
vastleggen van de Lasso;-1;capture au Lasso
worstelaar;-1;lutteur
bijtende;-1;soude caustique
Interrupties;-1;Chahut
Heckler;-1;Heckler
chamailleur;-1;chamailleur
chaotische;-1;chaotique
laden;-1;chargement
vleselijke;-1;charnelle
Hunter;-1;Hunter
Tickler;-1;Tickler
Rascal;-1;Rascal
nietige;-1;Sub
hoofdhuid;-1;cuir chevelu
werkloze;-1;chômeur
Ping;-1;Ping
Schoenpoets jongen;-1;Garçon de cireur de chaussure
module;-1;module
classificatie;-1;classement
sluiten;-1;fermer
code;-1;code
onder dwang;-1;sous la contrainte
kolonisator;-1;colonisateur
comateuze;-1;dans le coma
concurrerende;-1;concurrentiel
plotten;-1;traçage
concurrent;-1;concurrent
concurrerende;-1;concurrentiel
conflict;-1;conflit
verward;-1;confondu
vermoeden;-1;suspect
Conservatieve;-1;Conservateur
samenzwering;-1;conspiration
samenzweerder;-1;conspirateur
voortdurend;-1;constamment
besmettelijke;-1;infectieuses
twijfelachtige;-1;discutable
kracht;-1;puissance
boos;-1;en colère
smokkelaar;-1;"""passeur"""
tegenslag;-1;revers
dader;-1;auteur de l’infraction
strijdig zijn met;-1;entrer en conflit avec
Copier;-1;Copieur
Shell;-1;Coquille
Raaf;-1;Corbeau
Fix;-1;Difficulté
schot;-1;prise de vue
riem;-1;ceinture
angst;-1;peur
angstig;-1;anxieux
smerige;-1;méchant
Idiot;-1;Idiot
holle;-1;creux
gletsjerspleet;-1;crevasse
Cry;-1;Cri
Strafrecht;-1;Droit pénal
kritiek;-1;critique
critiqueur;-1;critiqueur
wrede;-1;cruel
wreed;-1;cruel
nieuwsgierig;-1;curieux
tank;-1;réservoir
gevaarlijke;-1;dangereuses
verkeerde;-1;mal
schuldenaar;-1;débiteur
Beginner;-1;Newbie
teleurstelling;-1;déception
dood;-1;mort
geselen uit;-1;Lash out
puin: puin;-1;débris : débris
teleurstellen;-1;décevoir
versmaadden;-1;dédaigneux
Ongedaan maken;-1;Annuler
defecte;-1;défectueux
defensief;-1;défensive
handicap;-1;handicap
schade;-1;dommage
ontaarden;-1;dégénérer
Degoa' ter;-1;Degoa ' en
verval;-1;expiration
wassen;-1;lavage
delicate;-1;délicat
dader;-1;auteur de l’infraction
eiser;-1;demandeur
dementie;-1;démence
krankzinnig;-1;Insane
ontnemen;-1;priver
scheidt;-1;sépare les
verplaatsen;-1;se déplacer
mishagen;-1;déplaire à
verstoken;-1;dépourvu
verstoken;-1;dépourvu
zonder;-1;sans
depressieve;-1;dépressif
verwarren;-1;confondre
ongemak;-1;inconfort
afkeurende;-1;qui s’élèvent contre
rampzalige;-1;désastreux
nadeel;-1;désavantage
Dishonor;-1;Déshonneur
stoornis;-1;trouble
desorganisatie;-1;désorganisation
torpedobootjager;-1;destroyer
Destructor;-1;Destructeur
deconstrueren;-1;déconstruire
Houd;-1;S’il vous plaît
Doorschakelen;-1;Renvoi d’appel
devaluatie;-1;dévaluation
verwoestende;-1;dévastateurs
onthullen;-1;Reveal
dictator;-1;dictateur
lasterlijk;-1;diffamatoires
geschil;-1;règlement des différends
moeilijk;-1;difficile
moeilijkheidsgraad;-1;niveau de Difficulté
vervormd;-1;déformée
vervorming;-1;distorsion
daling;-1;l’automne
daling;-1;l’automne
gek;-1;fou
verschil;-1;différence
lelijke;-1;laid
strijd;-1;lutte contre le
dissident;-1;dissident
verbergen;-1;masquer
splitsen in twee;-1;divisée en deux
openbaarmaking;-1;Divulgation proactive
Dominator;-1;Dominator
pijnlijke;-1;douloureux
douteur;-1;Denoyelle
draconische;-1;draconiennes
bedenkelijk;-1;discutable
bedrog;-1;Cheats
tousle;-1;tousle
schudden;-1;secouant
Scaler;-1;Mesureur
storing;-1;échec
Crush;-1;Béguin
Skimmer;-1;Écumoire
bruisen;-1;effervescence
schrikken | schrikken;-1;effrayer | effrayer
verschrikkelijke;-1;terrible
afdwalen;-1;s’égarent
verlegenheid;-1;embarras
emotionele;-1;émotionnelle
Poison;-1;Poison
lener;-1;emprunteur
dalende;-1;tomber
in vlam;-1;dans la flamme
Ignite;-1;S’enflammer
Verwijderen;-1;Supprimer
vijand;-1;ennemi
saai;-1;ennuyeux
Heel veel;-1;Beaucoup
Hack;-1;Hack
haakjes;-1;supports de
jaloers;-1;jaloux
allergrootste;-1;primordiale
netelige;-1;épineuse
rouwende;-1;deuil
Peel;-1;Peel
verschrikkelijke;-1;terrible
erode;-1;éroder
escarper;-1;escarper
oplichting;-1;escroqueries
spion;-1;espion
de boze geest;-1;l’esprit du mal
uitbreiden;-1;Développez
choke;-1;Starter
vreemd;-1;étrange
vreemdeling;-1;Alien
worden voortdurend op de achterkant van;-1;sont constamment à l’arrière du
ontwijkend;-1;évasives
mogelijk;-1;possible
vermijden;-1;éviter
buitensporige;-1;excessive
een hekel aan;-1;la haine
vereisen;-1;nécessitent
Expatriate;-1;Expatrié
explosieve;-1;explosive
verdrijven;-1;en chassant
uitlaat;-1;gaz d’échappement
uiterst;-1;extrêmement
vervaardiging van alle kamer;-1;fabrication de toutes les chambres
Wees voorzichtig om;-1;Veillez à
Divisie doen;-1;Faire Division
hindernis te maken;-1;pour faire obstacle
een demonstratie voor;-1;une manifestation en faveur
misleidend;-1;induire en erreur
vervelend;-1;ennuyeux
FAKE;-1;FAKE
lui;-1;paresseux
koorts;-1;fièvre
stringy;-1;filandreuse
einde;-1;fin
stroom;-1;flux
gek: gek;-1;fou : fou
gek: razend;-1;fou : sauvagement
kracht;-1;puissance
Driller;-1;Foreur
rommel;-1;image de fond
Snooper;-1;Snooper
fragment;-1;fragment
frauduleuze;-1;frauduleux
show-off;-1;Show-Off
sensatie;-1;sensation
koude;-1;froide
diffuse;-1;diffus
Runaway;-1;Runaway
Rookoven: Rookoven;-1;Fumeur : fumeur
Fury;-1;Fury
woedend;-1;furieux
Stealth;-1;Stealth
Slimme;-1;Smart
Slush;-1;Neige fondante
USS Scamp;-1;USS coquine
verkwister;-1;gaspilleur
reus;-1;géant
gelatine-achtige;-1;gélatineuse
een belemmering vormen voor;-1;un obstacle à
Gypsy;-1;Gypsy
griezelig;-1;chair de poule
Oliebusje | vettig;-1;Système de lubrification | graisseux
korrelig;-1;granuleuse
vet;-1;matières grasses
puin;-1;débris
stenig;-1;graveleuse
chagrijnig;-1;grincheux
grijs;-1;gris
Grizzly;-1;Grizzli
onbeleefd;-1;grossier
ruwheid;-1;rugosité
Rag;-1;RAG
Warrior;-1;Guerrier
Rag;-1;RAG
haat;-1;la haine
handicaps;-1;handicaps
achtervolgen;-1;Chase
harnas;-1;harnais
vroeg;-1;dès le début
Boven;-1;Au-dessus de
met gras begroeide;-1;herbeux
afschuwelijk;-1;horrible
homoseksueel;-1;homosexuel
beschamend;-1;honteux
verschrikkelijk;-1;terrible
vijandigheid;-1;hostilité
verwarmd;-1;chauffé
hysterische;-1;hystérique
Idiot;-1;Idiot
analfabeet;-1;analphabètes
de dwaas;-1;le fou
Copycat;-1;Copycat
immateriële;-1;incorporels
immigrant;-1;immigrant
emigreren;-1;expatriés
smerige;-1;méchant
ondenkbaar;-1;impensable
imperatief;-1;impératif
onpersoonlijk;-1;impersonnel
meedogenloze;-1;impitoyable
ongewenste;-1;les indésirables
onnauwkeurig;-1;inexactes
onverwachte;-1;inattendue
onproductieve;-1;improductifs
inactief;-1;inactifs
onvoldoende;-1;insuffisant
onverwachte;-1;inattendue
onoplettendheid;-1;Contrôle
niet te overzien;-1;incalculables
brandstichting;-1;incendie criminel
bosbrand;-1;feu de forêt
incestueuze;-1;incestueux
snijtand;-1;incisive
inconsistent;-1;incompatible
incompetent;-1;incompétent
onbegrijpelijk;-1;incompréhensible
onvoorstelbaar;-1;inconcevable
onbekend: onbekend;-1;inconnu : inconnu
onbewuste;-1;inconscient
laakbaar gedrag;-1;inconvenance
onfatsoenlijk;-1;indécent
c.i.;-1;c.i.
Pauper;-1;Pauvre
onbescheiden;-1;impudique
ongetemde;-1;sauvage
onvermijdelijk;-1;inévitable
onverklaarbare;-1;inexpliquée
hiel;-1;talon
beruchte;-1;infâme
fout;-1;erreur
besmettelijke;-1;infectieuses
lagere;-1;plus bas
onvruchtbaar;-1;stérile
infiltratie;-1;infiltration
inflexibele;-1;inflexible
beïnvloedbare;-1;impressionnable
strafbaar feit;-1;Commission d’infractions pénale
ongewone;-1;insolite
onherbergzame;-1;inhospitalières
niet te rechtvaardigen;-1;injustifiable
bezorgd;-1;concernés
Inquisitor;-1;L’inquisiteur
ongevoelig;-1;insensible
verraderlijke;-1;perfide
ongewone;-1;insolite
zorgeloos;-1;sans tracas
niet-duurzame;-1;non durable
Rebel;-1;Rebel
Vervolgen naar;-1;Continuez sur
opzettelijke;-1;intentionnel
eindeloze;-1;sans fin
ondervrager;-1;interrogateur
